1.342100000000000080e+02,1.445399999999999920e+02,1.390000000000000000e+02,1.169899999999999949e+02,1.052099999999999937e+02,9.775000000000000000e+01,1.125000000000000000e+02,1.159099999999999966e+02,1.122999999999999972e+02,1.115000000000000000e+02
1.445399999999999920e+02,1.390000000000000000e+02,1.169899999999999949e+02,1.052099999999999937e+02,9.775000000000000000e+01,1.125000000000000000e+02,1.159099999999999966e+02,1.122999999999999972e+02,1.115000000000000000e+02,1.135699999999999932e+02
1.390000000000000000e+02,1.169899999999999949e+02,1.052099999999999937e+02,9.775000000000000000e+01,1.125000000000000000e+02,1.159099999999999966e+02,1.122999999999999972e+02,1.115000000000000000e+02,1.135699999999999932e+02,1.126700000000000017e+02
1.169899999999999949e+02,1.052099999999999937e+02,9.775000000000000000e+01,1.125000000000000000e+02,1.159099999999999966e+02,1.122999999999999972e+02,1.115000000000000000e+02,1.135699999999999932e+02,1.126700000000000017e+02,1.172000000000000028e+02
1.052099999999999937e+02,9.775000000000000000e+01,1.125000000000000000e+02,1.159099999999999966e+02,1.122999999999999972e+02,1.115000000000000000e+02,1.135699999999999932e+02,1.126700000000000017e+02,1.172000000000000028e+02,1.152399999999999949e+02
9.775000000000000000e+01,1.125000000000000000e+02,1.159099999999999966e+02,1.122999999999999972e+02,1.115000000000000000e+02,1.135699999999999932e+02,1.126700000000000017e+02,1.172000000000000028e+02,1.152399999999999949e+02,1.150000000000000000e+02
1.125000000000000000e+02,1.159099999999999966e+02,1.122999999999999972e+02,1.115000000000000000e+02,1.135699999999999932e+02,1.126700000000000017e+02,1.172000000000000028e+02,1.152399999999999949e+02,1.150000000000000000e+02,1.179800000000000040e+02
1.159099999999999966e+02,1.122999999999999972e+02,1.115000000000000000e+02,1.135699999999999932e+02,1.126700000000000017e+02,1.172000000000000028e+02,1.152399999999999949e+02,1.150000000000000000e+02,1.179800000000000040e+02,1.115000000000000000e+02
1.122999999999999972e+02,1.115000000000000000e+02,1.135699999999999932e+02,1.126700000000000017e+02,1.172000000000000028e+02,1.152399999999999949e+02,1.150000000000000000e+02,1.179800000000000040e+02,1.115000000000000000e+02,1.142199999999999989e+02
1.115000000000000000e+02,1.135699999999999932e+02,1.126700000000000017e+02,1.172000000000000028e+02,1.152399999999999949e+02,1.150000000000000000e+02,1.179800000000000040e+02,1.115000000000000000e+02,1.142199999999999989e+02,1.187600000000000051e+02
1.135699999999999932e+02,1.126700000000000017e+02,1.172000000000000028e+02,1.152399999999999949e+02,1.150000000000000000e+02,1.179800000000000040e+02,1.115000000000000000e+02,1.142199999999999989e+02,1.187600000000000051e+02,1.230199999999999960e+02
1.126700000000000017e+02,1.172000000000000028e+02,1.152399999999999949e+02,1.150000000000000000e+02,1.179800000000000040e+02,1.115000000000000000e+02,1.142199999999999989e+02,1.187600000000000051e+02,1.230199999999999960e+02,1.235000000000000000e+02
1.172000000000000028e+02,1.152399999999999949e+02,1.150000000000000000e+02,1.179800000000000040e+02,1.115000000000000000e+02,1.142199999999999989e+02,1.187600000000000051e+02,1.230199999999999960e+02,1.235000000000000000e+02,1.219899999999999949e+02
1.152399999999999949e+02,1.150000000000000000e+02,1.179800000000000040e+02,1.115000000000000000e+02,1.142199999999999989e+02,1.187600000000000051e+02,1.230199999999999960e+02,1.235000000000000000e+02,1.219899999999999949e+02,1.220000000000000000e+02
1.150000000000000000e+02,1.179800000000000040e+02,1.115000000000000000e+02,1.142199999999999989e+02,1.187600000000000051e+02,1.230199999999999960e+02,1.235000000000000000e+02,1.219899999999999949e+02,1.220000000000000000e+02,1.228799999999999955e+02
1.179800000000000040e+02,1.115000000000000000e+02,1.142199999999999989e+02,1.187600000000000051e+02,1.230199999999999960e+02,1.235000000000000000e+02,1.219899999999999949e+02,1.220000000000000000e+02,1.228799999999999955e+02,1.238900000000000006e+02
1.115000000000000000e+02,1.142199999999999989e+02,1.187600000000000051e+02,1.230199999999999960e+02,1.235000000000000000e+02,1.219899999999999949e+02,1.220000000000000000e+02,1.228799999999999955e+02,1.238900000000000006e+02,1.267000000000000028e+02
1.142199999999999989e+02,1.187600000000000051e+02,1.230199999999999960e+02,1.235000000000000000e+02,1.219899999999999949e+02,1.220000000000000000e+02,1.228799999999999955e+02,1.238900000000000006e+02,1.267000000000000028e+02,1.331999999999999886e+02
1.187600000000000051e+02,1.230199999999999960e+02,1.235000000000000000e+02,1.219899999999999949e+02,1.220000000000000000e+02,1.228799999999999955e+02,1.238900000000000006e+02,1.267000000000000028e+02,1.331999999999999886e+02,1.319799999999999898e+02
1.230199999999999960e+02,1.235000000000000000e+02,1.219899999999999949e+02,1.220000000000000000e+02,1.228799999999999955e+02,1.238900000000000006e+02,1.267000000000000028e+02,1.331999999999999886e+02,1.319799999999999898e+02,1.334799999999999898e+02
1.235000000000000000e+02,1.219899999999999949e+02,1.220000000000000000e+02,1.228799999999999955e+02,1.238900000000000006e+02,1.267000000000000028e+02,1.331999999999999886e+02,1.319799999999999898e+02,1.334799999999999898e+02,1.297500000000000000e+02
1.219899999999999949e+02,1.220000000000000000e+02,1.228799999999999955e+02,1.238900000000000006e+02,1.267000000000000028e+02,1.331999999999999886e+02,1.319799999999999898e+02,1.334799999999999898e+02,1.297500000000000000e+02,1.290000000000000000e+02
1.220000000000000000e+02,1.228799999999999955e+02,1.238900000000000006e+02,1.267000000000000028e+02,1.331999999999999886e+02,1.319799999999999898e+02,1.334799999999999898e+02,1.297500000000000000e+02,1.290000000000000000e+02,1.323000000000000114e+02
1.228799999999999955e+02,1.238900000000000006e+02,1.267000000000000028e+02,1.331999999999999886e+02,1.319799999999999898e+02,1.334799999999999898e+02,1.297500000000000000e+02,1.290000000000000000e+02,1.323000000000000114e+02,1.288000000000000114e+02
1.238900000000000006e+02,1.267000000000000028e+02,1.331999999999999886e+02,1.319799999999999898e+02,1.334799999999999898e+02,1.297500000000000000e+02,1.290000000000000000e+02,1.323000000000000114e+02,1.288000000000000114e+02,1.290000000000000000e+02
1.267000000000000028e+02,1.331999999999999886e+02,1.319799999999999898e+02,1.334799999999999898e+02,1.297500000000000000e+02,1.290000000000000000e+02,1.323000000000000114e+02,1.288000000000000114e+02,1.290000000000000000e+02,1.293000000000000114e+02
1.331999999999999886e+02,1.319799999999999898e+02,1.334799999999999898e+02,1.297500000000000000e+02,1.290000000000000000e+02,1.323000000000000114e+02,1.288000000000000114e+02,1.290000000000000000e+02,1.293000000000000114e+02,1.222900000000000063e+02
1.319799999999999898e+02,1.334799999999999898e+02,1.297500000000000000e+02,1.290000000000000000e+02,1.323000000000000114e+02,1.288000000000000114e+02,1.290000000000000000e+02,1.293000000000000114e+02,1.222900000000000063e+02,1.222199999999999989e+02
1.334799999999999898e+02,1.297500000000000000e+02,1.290000000000000000e+02,1.323000000000000114e+02,1.288000000000000114e+02,1.290000000000000000e+02,1.293000000000000114e+02,1.222900000000000063e+02,1.222199999999999989e+02,1.214200000000000017e+02
1.297500000000000000e+02,1.290000000000000000e+02,1.323000000000000114e+02,1.288000000000000114e+02,1.290000000000000000e+02,1.293000000000000114e+02,1.222900000000000063e+02,1.222199999999999989e+02,1.214200000000000017e+02,1.216500000000000057e+02
1.290000000000000000e+02,1.323000000000000114e+02,1.288000000000000114e+02,1.290000000000000000e+02,1.293000000000000114e+02,1.222900000000000063e+02,1.222199999999999989e+02,1.214200000000000017e+02,1.216500000000000057e+02,1.180000000000000000e+02
1.323000000000000114e+02,1.288000000000000114e+02,1.290000000000000000e+02,1.293000000000000114e+02,1.222900000000000063e+02,1.222199999999999989e+02,1.214200000000000017e+02,1.216500000000000057e+02,1.180000000000000000e+02,1.115000000000000000e+02
1.288000000000000114e+02,1.290000000000000000e+02,1.293000000000000114e+02,1.222900000000000063e+02,1.222199999999999989e+02,1.214200000000000017e+02,1.216500000000000057e+02,1.180000000000000000e+02,1.115000000000000000e+02,1.082999999999999972e+02
1.290000000000000000e+02,1.293000000000000114e+02,1.222900000000000063e+02,1.222199999999999989e+02,1.214200000000000017e+02,1.216500000000000057e+02,1.180000000000000000e+02,1.115000000000000000e+02,1.082999999999999972e+02,1.000000000000000000e+02
1.293000000000000114e+02,1.222900000000000063e+02,1.222199999999999989e+02,1.214200000000000017e+02,1.216500000000000057e+02,1.180000000000000000e+02,1.115000000000000000e+02,1.082999999999999972e+02,1.000000000000000000e+02,1.063499999999999943e+02
1.222900000000000063e+02,1.222199999999999989e+02,1.214200000000000017e+02,1.216500000000000057e+02,1.180000000000000000e+02,1.115000000000000000e+02,1.082999999999999972e+02,1.000000000000000000e+02,1.063499999999999943e+02,1.089000000000000057e+02
1.222199999999999989e+02,1.214200000000000017e+02,1.216500000000000057e+02,1.180000000000000000e+02,1.115000000000000000e+02,1.082999999999999972e+02,1.000000000000000000e+02,1.063499999999999943e+02,1.089000000000000057e+02,1.081500000000000057e+02
1.214200000000000017e+02,1.216500000000000057e+02,1.180000000000000000e+02,1.115000000000000000e+02,1.082999999999999972e+02,1.000000000000000000e+02,1.063499999999999943e+02,1.089000000000000057e+02,1.081500000000000057e+02,1.040000000000000000e+02
1.216500000000000057e+02,1.180000000000000000e+02,1.115000000000000000e+02,1.082999999999999972e+02,1.000000000000000000e+02,1.063499999999999943e+02,1.089000000000000057e+02,1.081500000000000057e+02,1.040000000000000000e+02,9.998000000000000398e+01
1.180000000000000000e+02,1.115000000000000000e+02,1.082999999999999972e+02,1.000000000000000000e+02,1.063499999999999943e+02,1.089000000000000057e+02,1.081500000000000057e+02,1.040000000000000000e+02,9.998000000000000398e+01,9.998999999999999488e+01
1.115000000000000000e+02,1.082999999999999972e+02,1.000000000000000000e+02,1.063499999999999943e+02,1.089000000000000057e+02,1.081500000000000057e+02,1.040000000000000000e+02,9.998000000000000398e+01,9.998999999999999488e+01,9.951000000000000512e+01
1.082999999999999972e+02,1.000000000000000000e+02,1.063499999999999943e+02,1.089000000000000057e+02,1.081500000000000057e+02,1.040000000000000000e+02,9.998000000000000398e+01,9.998999999999999488e+01,9.951000000000000512e+01,1.017000000000000028e+02
1.000000000000000000e+02,1.063499999999999943e+02,1.089000000000000057e+02,1.081500000000000057e+02,1.040000000000000000e+02,9.998000000000000398e+01,9.998999999999999488e+01,9.951000000000000512e+01,1.017000000000000028e+02,1.074000000000000057e+02
1.063499999999999943e+02,1.089000000000000057e+02,1.081500000000000057e+02,1.040000000000000000e+02,9.998000000000000398e+01,9.998999999999999488e+01,9.951000000000000512e+01,1.017000000000000028e+02,1.074000000000000057e+02,1.082500000000000000e+02
1.089000000000000057e+02,1.081500000000000057e+02,1.040000000000000000e+02,9.998000000000000398e+01,9.998999999999999488e+01,9.951000000000000512e+01,1.017000000000000028e+02,1.074000000000000057e+02,1.082500000000000000e+02,1.101500000000000057e+02
1.081500000000000057e+02,1.040000000000000000e+02,9.998000000000000398e+01,9.998999999999999488e+01,9.951000000000000512e+01,1.017000000000000028e+02,1.074000000000000057e+02,1.082500000000000000e+02,1.101500000000000057e+02,1.095000000000000000e+02
1.040000000000000000e+02,9.998000000000000398e+01,9.998999999999999488e+01,9.951000000000000512e+01,1.017000000000000028e+02,1.074000000000000057e+02,1.082500000000000000e+02,1.101500000000000057e+02,1.095000000000000000e+02,1.082999999999999972e+02
9.998000000000000398e+01,9.998999999999999488e+01,9.951000000000000512e+01,1.017000000000000028e+02,1.074000000000000057e+02,1.082500000000000000e+02,1.101500000000000057e+02,1.095000000000000000e+02,1.082999999999999972e+02,1.075999999999999943e+02
9.998999999999999488e+01,9.951000000000000512e+01,1.017000000000000028e+02,1.074000000000000057e+02,1.082500000000000000e+02,1.101500000000000057e+02,1.095000000000000000e+02,1.082999999999999972e+02,1.075999999999999943e+02,1.027399999999999949e+02
9.951000000000000512e+01,1.017000000000000028e+02,1.074000000000000057e+02,1.082500000000000000e+02,1.101500000000000057e+02,1.095000000000000000e+02,1.082999999999999972e+02,1.075999999999999943e+02,1.027399999999999949e+02,1.039500000000000028e+02
1.017000000000000028e+02,1.074000000000000057e+02,1.082500000000000000e+02,1.101500000000000057e+02,1.095000000000000000e+02,1.082999999999999972e+02,1.075999999999999943e+02,1.027399999999999949e+02,1.039500000000000028e+02,1.040000000000000000e+02
1.074000000000000057e+02,1.082500000000000000e+02,1.101500000000000057e+02,1.095000000000000000e+02,1.082999999999999972e+02,1.075999999999999943e+02,1.027399999999999949e+02,1.039500000000000028e+02,1.040000000000000000e+02,1.014399999999999977e+02
1.082500000000000000e+02,1.101500000000000057e+02,1.095000000000000000e+02,1.082999999999999972e+02,1.075999999999999943e+02,1.027399999999999949e+02,1.039500000000000028e+02,1.040000000000000000e+02,1.014399999999999977e+02,9.465000000000000568e+01
1.101500000000000057e+02,1.095000000000000000e+02,1.082999999999999972e+02,1.075999999999999943e+02,1.027399999999999949e+02,1.039500000000000028e+02,1.040000000000000000e+02,1.014399999999999977e+02,9.465000000000000568e+01,9.498999999999999488e+01
1.095000000000000000e+02,1.082999999999999972e+02,1.075999999999999943e+02,1.027399999999999949e+02,1.039500000000000028e+02,1.040000000000000000e+02,1.014399999999999977e+02,9.465000000000000568e+01,9.498999999999999488e+01,9.660999999999999943e+01
1.082999999999999972e+02,1.075999999999999943e+02,1.027399999999999949e+02,1.039500000000000028e+02,1.040000000000000000e+02,1.014399999999999977e+02,9.465000000000000568e+01,9.498999999999999488e+01,9.660999999999999943e+01,8.804999999999999716e+01
1.075999999999999943e+02,1.027399999999999949e+02,1.039500000000000028e+02,1.040000000000000000e+02,1.014399999999999977e+02,9.465000000000000568e+01,9.498999999999999488e+01,9.660999999999999943e+01,8.804999999999999716e+01,9.012999999999999545e+01
1.027399999999999949e+02,1.039500000000000028e+02,1.040000000000000000e+02,1.014399999999999977e+02,9.465000000000000568e+01,9.498999999999999488e+01,9.660999999999999943e+01,8.804999999999999716e+01,9.012999999999999545e+01,7.753000000000000114e+01
1.039500000000000028e+02,1.040000000000000000e+02,1.014399999999999977e+02,9.465000000000000568e+01,9.498999999999999488e+01,9.660999999999999943e+01,8.804999999999999716e+01,9.012999999999999545e+01,7.753000000000000114e+01,8.053000000000000114e+01
1.040000000000000000e+02,1.014399999999999977e+02,9.465000000000000568e+01,9.498999999999999488e+01,9.660999999999999943e+01,8.804999999999999716e+01,9.012999999999999545e+01,7.753000000000000114e+01,8.053000000000000114e+01,6.843000000000000682e+01
1.014399999999999977e+02,9.465000000000000568e+01,9.498999999999999488e+01,9.660999999999999943e+01,8.804999999999999716e+01,9.012999999999999545e+01,7.753000000000000114e+01,8.053000000000000114e+01,6.843000000000000682e+01,7.028000000000000114e+01
9.465000000000000568e+01,9.498999999999999488e+01,9.660999999999999943e+01,8.804999999999999716e+01,9.012999999999999545e+01,7.753000000000000114e+01,8.053000000000000114e+01,6.843000000000000682e+01,7.028000000000000114e+01,7.456000000000000227e+01
9.498999999999999488e+01,9.660999999999999943e+01,8.804999999999999716e+01,9.012999999999999545e+01,7.753000000000000114e+01,8.053000000000000114e+01,6.843000000000000682e+01,7.028000000000000114e+01,7.456000000000000227e+01,7.651999999999999602e+01
9.660999999999999943e+01,8.804999999999999716e+01,9.012999999999999545e+01,7.753000000000000114e+01,8.053000000000000114e+01,6.843000000000000682e+01,7.028000000000000114e+01,7.456000000000000227e+01,7.651999999999999602e+01,7.668999999999999773e+01
8.804999999999999716e+01,9.012999999999999545e+01,7.753000000000000114e+01,8.053000000000000114e+01,6.843000000000000682e+01,7.028000000000000114e+01,7.456000000000000227e+01,7.651999999999999602e+01,7.668999999999999773e+01,8.676000000000000512e+01
9.012999999999999545e+01,7.753000000000000114e+01,8.053000000000000114e+01,6.843000000000000682e+01,7.028000000000000114e+01,7.456000000000000227e+01,7.651999999999999602e+01,7.668999999999999773e+01,8.676000000000000512e+01,8.898000000000000398e+01
